env_name,config_name,mean_train_success,mean_test_success,mean_gap,runs
pick-place-v3,light_entropy_pick,0.9555555555555556,1.0,-0.0444444444444444,3
pick-place-v3,careful_pick,0.9925925925925926,0.9333333333333332,0.0592592592592592,3
pick-place-v3,base_pick,0.837037037037037,0.7333333333333334,0.1037037037037037,3
pick-place-v3,short_rollout_pick,0.08888888888888886,0.0,0.08888888888888886,3
push-v3,careful_push,0.985185185185185,1.0,-0.01481481481481491,3
push-v3,base_push,0.837037037037037,0.9333333333333332,-0.09629629629629628,3
push-v3,short_rollout_push,0.4740740740740741,0.5333333333333333,-0.05925925925925929,3
